cnvdasm - ultima underworld conversation script disassembler / decompiler

loading game strings

could not load code ...
;
; conversation #2
; string block 0x0e01, name: goblin
;

0000:   START
04a9:   PUSHI_EFF #0002
04ab:   PUSHI #0001
04ad:   PUSHI_EFF #0005
04af:   SWAP
04b0:   STO
04b1:   PUSHI_EFF #0005
04b3:   PUSHI #2711
04b5:   PUSHI_EFF #0006
04b7:   SWAP
04b8:   STO
04b9:   PUSHI_EFF #0006
04bb:   PUSHI #0002
04bd:   CALLI $0033
04bf:   POP
04c0:   POP
04c1:   POP
04c2:   PUSH_REG
04c3:   STO
04c4:   BRA +0065 // target: 052a

 ;| xref: 04a7
04c6:   PUSHI_EFF #0003
04c8:   PUSHI_EFF #0003
04ca:   FETCHM
04cb:   PUSHI #0040
04cd:   OPSUB
04ce:   STO
04cf:   PUSHI_EFF #0003
04d1:   FETCHM
04d2:   PUSHI #0040
04d4:   TSTLT
04d5:   BEQ +001e // target: 04f4
04d7:   PUSHI_EFF #0002
04d9:   PUSHI #0002
04db:   PUSHI_EFF #0007
04dd:   SWAP
04de:   STO
04df:   PUSHI_EFF #0007
04e1:   PUSHI #2711
04e3:   PUSHI_EFF #0008
04e5:   SWAP
04e6:   STO
04e7:   PUSHI_EFF #0008
04e9:   PUSHI #0002
04eb:   CALLI $0033
04ed:   POP
04ee:   POP
04ef:   POP
04f0:   PUSH_REG
04f1:   STO
04f2:   BRA +0037 // target: 052a

 ;| xref: 04d5
04f4:   PUSHI_EFF #0003
04f6:   PUSHI_EFF #0003
04f8:   FETCHM
04f9:   PUSHI #0040
04fb:   OPSUB
04fc:   STO
04fd:   PUSHI_EFF #0003
04ff:   FETCHM
0500:   PUSHI #0040
0502:   TSTLT
0503:   BEQ +001e // target: 0522
0505:   PUSHI_EFF #0002
0507:   PUSHI #0003
0509:   PUSHI_EFF #0009
050b:   SWAP
050c:   STO
050d:   PUSHI_EFF #0009
050f:   PUSHI #2711
0511:   PUSHI_EFF #000a
0513:   SWAP
0514:   STO
0515:   PUSHI_EFF #000a
0517:   PUSHI #0002
0519:   CALLI $0033
051b:   POP
051c:   POP
051d:   POP
051e:   PUSH_REG
051f:   STO
0520:   BRA +0009 // target: 052a

 ;| xref: 0503
0522:   PUSHI #0000
0524:   PUSHI_EFF #0001
0526:   SWAP
0527:   STO
0528:   JMP $0556

 ;| xref: 04c4 04f2 0520
052a:   PUSHI_EFF #0002
052c:   FETCHM
052d:   PUSHI_EFF #0003
052f:   FETCHM
0530:   TSTEQ
0531:   BEQ +000b // target: 053d
0533:   PUSHI #0002
0535:   PUSHI_EFF #0001
0537:   SWAP
0538:   STO
0539:   JMP $0556
053b:   BRA +0012 // target: 054e

 ;| xref: 0531
053d:   PUSHI_EFF #0002
053f:   FETCHM
0540:   PUSHI_EFF #0003
0542:   FETCHM
0543:   TSTGT
0544:   BEQ +0009 // target: 054e
0546:   PUSHI #0003
0548:   PUSHI_EFF #0001
054a:   SWAP
054b:   STO
054c:   JMP $0556

 ;| xref: 049f 053b 0544
054e:   PUSHI #0000
0550:   PUSHI_EFF #0001
0552:   SWAP
0553:   STO
0554:   JMP $0556

 ;| xref: 0478 049d 0528 0539 054c 0554
0556:   PUSHI_EFF #0001
0558:   FETCHM
0559:   SAVE_REG
055a:   POP
055b:   BPTOSP
055c:   POPBP
055d:   RET

055e:   PUSHBP
055f:   SPTOBP
0560:   PUSHI #0017
0562:   ADDSP
0563:   PUSHI_EFF #0001
0565:   PUSHI #0044
0567:   FETCHM
0568:   STO

 ;| xref: 05c0
0569:   PUSHI_EFF #0001
056b:   FETCHM
056c:   PUSHI #0000
056e:   TSTEQ
056f:   BEQ +0006 // target: 0576
0571:   PUSHI #0001
0573:   SAY_OP
0574:   JMP $05c2

 ;| xref: 056f
0576:   PUSHI #0002
0578:   SAY_OP
0579:   PUSHI #0003
057b:   SAY_OP
057c:   PUSHI #0001
057e:   PUSHI_EFF #0002
0580:   OFFSET
0581:   PUSHI #0004
0583:   STO
0584:   PUSHI #0002
0586:   PUSHI_EFF #0002
0588:   OFFSET
0589:   PUSHI #0005
058b:   STO
058c:   PUSHI #0003
058e:   PUSHI_EFF #0002
0590:   OFFSET
0591:   PUSHI #0000
0593:   STO
0594:   PUSHI_EFF #0002
0596:   PUSHI #0000
0598:   CALLI $0000
059a:   POP
059b:   POP
059c:   PUSH_REG
059d:   PUSHI_EFF #0017
059f:   SWAP
05a0:   STO
05a1:   PUSHI_EFF #0017
05a3:   FETCHM
05a4:   PUSHI #0001
05a6:   TSTEQ
05a7:   BEQ +0005 // target: 05ad
05a9:   JMP $05c2
05ab:   JMP $05b7

 ;| xref: 05a7
05ad:   PUSHI_EFF #0017
05af:   FETCHM
05b0:   PUSHI #0002
05b2:   TSTEQ
05b3:   BEQ +0003 // target: 05b7
05b5:   JMP $05b7

 ;| xref: 05ab 05b3 05b5
05b7:   PUSHI_EFF #0001
05b9:   PUSHI_EFF #0001
05bb:   FETCHM
05bc:   PUSHI #0001
05be:   OPSUB
05bf:   STO
05c0:   JMP $0569

 ;| xref: 0574 05a9
05c2:   BPTOSP
05c3:   POPBP
05c4:   RET


 ;| xref: 000b
05c5:   PUSHBP
05c6:   SPTOBP
05c7:   PUSHI #0066
05c9:   ADDSP
05ca:   PUSHI #001f
05cc:   FETCHM
05cd:   PUSHI #0000
05cf:   TSTEQ
05d0:   BEQ +0008 // target: 05d9
05d2:   CALL $0836
05d4:   PUSHI #0069
05d6:   PUSHI #0000
05d8:   STO

 ;| xref: 05d0
05d9:   PUSHI_EFF #0005
05db:   PUSHI #0000
05dd:   STO
05de:   PUSHI #006e
05e0:   PUSHI_EFF #0006
05e2:   SWAP
05e3:   STO
05e4:   PUSHI_EFF #0006
05e6:   PUSHI #0001
05e8:   CALLI $0012
05ea:   POP
05eb:   POP
05ec:   PUSH_REG
05ed:   BEQ +0052 // target: 0640
05ef:   PUSHI #0006
05f1:   SAY_OP
05f2:   PUSHI #0001
05f4:   PUSHI_EFF #0007
05f6:   OFFSET
05f7:   PUSHI #0007
05f9:   STO
05fa:   PUSHI #0002
05fc:   PUSHI_EFF #0007
05fe:   OFFSET
05ff:   PUSHI #0008
0601:   STO
0602:   PUSHI #0003
0604:   PUSHI_EFF #0007
0606:   OFFSET
0607:   PUSHI #0000
0609:   STO
060a:   PUSHI_EFF #0007
060c:   PUSHI #0000
060e:   CALLI $0000
0610:   POP
0611:   POP
0612:   PUSH_REG
0613:   PUSHI_EFF #001c
0615:   SWAP
0616:   STO
0617:   PUSHI_EFF #001c
0619:   FETCHM
061a:   PUSHI #0001
061c:   TSTEQ
061d:   BEQ +0003 // target: 0621
061f:   JMP $062d

 ;| xref: 061d
0621:   PUSHI_EFF #001c
0623:   FETCHM
0624:   PUSHI #0002
0626:   TSTEQ
0627:   BEQ +0005 // target: 062d
0629:   JMP $063b
062b:   JMP $062d

 ;| xref: 061f 0627 062b
062d:   PUSHI #0009
062f:   SAY_OP
0630:   PUSHI #0002
0632:   PUSHI_EFF #001d
0634:   SWAP
0635:   STO
0636:   PUSHI_EFF #001d
0638:   CALL $0136
063a:   POP

 ;| xref: 0629
063b:   PUSHI #000a
063d:   SAY_OP
063e:   CALL $0156

 ;| xref: 05ed
0640:   PUSHI #006d
0642:   PUSHI_EFF #001e
0644:   SWAP
0645:   STO
0646:   PUSHI_EFF #001e
0648:   PUSHI #0001
064a:   CALLI $0012
064c:   POP
064d:   POP
064e:   PUSH_REG
064f:   BEQ +0003 // target: 0653
0651:   BRA +0006 // target: 0658

 ;| xref: 064f
0653:   PUSHI #000b
0655:   SAY_OP
0656:   CALL $0165

 ;| xref: 0651
0658:   PUSHI #006e
065a:   PUSHI_EFF #001f
065c:   SWAP
065d:   STO
065e:   PUSHI_EFF #001f
0660:   PUSHI #0001
0662:   CALLI $0012
0664:   POP
0665:   POP
0666:   PUSH_REG
0667:   BEQ +0006 // target: 066e
0669:   PUSHI #000c
066b:   SAY_OP
066c:   CALL $0156

 ;| xref: 0667
066e:   PUSHI #0074
0670:   PUSHI_EFF #0020
0672:   SWAP
0673:   STO
0674:   PUSHI_EFF #0020
0676:   PUSHI #0001
0678:   CALLI $0012
067a:   POP
067b:   POP
067c:   PUSH_REG
067d:   PUSHI #0001
067f:   TSTEQ
0680:   BEQ +001e // target: 069f
0682:   PUSHI #0069
0684:   FETCHM
0685:   OPNOT
0686:   BEQ +0018 // target: 069f
0688:   PUSHI #000d
068a:   SAY_OP
068b:   PUSHI #0015
068d:   PUSHI #0003
068f:   STO
0690:   PUSHI #0069
0692:   PUSHI #0001
0694:   STO
0695:   PUSHI_EFF #0002
0697:   PUSHI #0000
0699:   STO
069a:   PUSHI_EFF #0005
069c:   PUSHI #0001
069e:   STO

 ;| xref: 0680 0686 0720
069f:   PUSHI #0073
06a1:   PUSHI_EFF #0021
06a3:   SWAP
06a4:   STO
06a5:   PUSHI_EFF #0021
06a7:   PUSHI #0001
06a9:   CALLI $0012
06ab:   POP
06ac:   POP
06ad:   PUSH_REG
06ae:   PUSHI #0001
06b0:   TSTEQ
06b1:   BEQ +0003 // target: 06b5
06b3:   CALL $0a51

 ;| xref: 06b1
06b5:   PUSHI_EFF #0001
06b7:   PUSHI #0000
06b9:   STO
06ba:   PUSHI_EFF #0002
06bc:   PUSHI #0000
06be:   STO
06bf:   PUSHI_EFF #0004
06c1:   CALL $035a
06c3:   PUSH_REG
06c4:   STO
06c5:   PUSHI_EFF #0004
06c7:   FETCHM
06c8:   PUSHI #0000
06ca:   TSTEQ
06cb:   BEQ +0006 // target: 06d2
06cd:   PUSHI #0068
06cf:   PUSHI #0000
06d1:   STO

 ;| xref: 06cb
06d2:   PUSHI_EFF #0004
06d4:   FETCHM
06d5:   PUSHI #0001
06d7:   TSTEQ
06d8:   BEQ +0006 // target: 06df
06da:   PUSHI #0068
06dc:   PUSHI #0001
06de:   STO

 ;| xref: 06d8
06df:   PUSHI_EFF #0004
06e1:   FETCHM
06e2:   PUSHI_EFF #0022
06e4:   SWAP
06e5:   STO
06e6:   PUSHI #0000
06e8:   PUSHI_EFF #0022
06ea:   FETCHM
06eb:   TSTEQ
06ec:   BEQ +0008 // target: 06f5
06ee:   PUSHI_EFF #0001
06f0:   PUSHI #0001
06f2:   STO
06f3:   JMP $0714

 ;| xref: 06ec
06f5:   PUSHI #0001
06f7:   PUSHI_EFF #0022
06f9:   FETCHM
06fa:   TSTEQ
06fb:   BEQ +0018 // target: 0714
06fd:   PUSHI #0045
06ff:   PUSHI #0001
0701:   PUSHI_EFF #0023
0703:   SWAP
0704:   STO
0705:   PUSHI_EFF #0023
0707:   CALL $089d
0709:   POP
070a:   POP
070b:   PUSHI_EFF #0002
070d:   PUSHI #0001
070f:   STO
0710:   JMP $074e
0712:   JMP $0714

 ;| xref: 06f3 06fb 0712
0714:   PUSHI_EFF #0005
0716:   FETCHM
0717:   BEQ +0003 // target: 071b
0719:   JMP $074e

 ;| xref: 0717
071b:   PUSHI_EFF #0002
071d:   FETCHM
071e:   BEQ +0003 // target: 0722
0720:   JMP $069f

 ;| xref: 071e
0722:   PUSHI #001f
0724:   FETCHM
0725:   PUSHI #0000
0727:   TSTEQ
0728:   PUSHI_EFF #0002
072a:   FETCHM
072b:   PUSHI #0000
072d:   TSTEQ
072e:   OPAND
072f:   BEQ +0006 // target: 0736
0731:   PUSHI #000e
0733:   SAY_OP
0734:   BRA +0019 // target: 074e

 ;| xref: 072f
0736:   PUSHI #0015
0738:   FETCHM
0739:   PUSHI #0001
073b:   TSTEQ
073c:   BEQ +0004 // target: 0741
073e:   PUSHI #000f
0740:   SAY_OP

 ;| xref: 073c
0741:   PUSHI_EFF #0001
0743:   FETCHM
0744:   BEQ +0006 // target: 074b
0746:   PUSHI #0010
0748:   SAY_OP
0749:   BRA +0004 // target: 074e

 ;| xref: 0744
074b:   PUSHI #0011
074d:   SAY_OP

 ;| xref: 0710 0719 0734 0749 082f
074e:   PUSHI #0001
0750:   PUSHI_EFF #0039
0752:   OFFSET
0753:   PUSHI_EFF #0002
0755:   FETCHM
0756:   STO
0757:   PUSHI #0001
0759:   PUSHI_EFF #0024
075b:   OFFSET
075c:   PUSHI #0012
075e:   STO
075f:   PUSHI #0002
0761:   PUSHI_EFF #0039
0763:   OFFSET
0764:   PUSHI_EFF #0001
0766:   FETCHM
0767:   STO
0768:   PUSHI #0002
076a:   PUSHI_EFF #0024
076c:   OFFSET
076d:   PUSHI #0013
076f:   STO
0770:   PUSHI #0003
0772:   PUSHI_EFF #0039
0774:   OFFSET
0775:   PUSHI #0001
0777:   STO
0778:   PUSHI #0003
077a:   PUSHI_EFF #0024
077c:   OFFSET
077d:   PUSHI #0014
077f:   STO
0780:   PUSHI #0004
0782:   PUSHI_EFF #0039
0784:   OFFSET
0785:   PUSHI #0001
0787:   STO
0788:   PUSHI #0004
078a:   PUSHI_EFF #0024
078c:   OFFSET
078d:   PUSHI #0015
078f:   STO
0790:   PUSHI #0005
0792:   PUSHI_EFF #0024
0794:   OFFSET
0795:   PUSHI #0000
0797:   STO
0798:   PUSHI_EFF #0039
079a:   PUSHI_EFF #0024
079c:   PUSHI #0000
079e:   CALLI $0001
07a0:   POP
07a1:   POP
07a2:   POP
07a3:   PUSH_REG
07a4:   PUSHI_EFF #004e
07a6:   SWAP
07a7:   STO
07a8:   PUSHI_EFF #004e
07aa:   FETCHM
07ab:   PUSHI #0012
07ad:   TSTEQ
07ae:   BEQ +0011 // target: 07c0
07b0:   PUSHI #0045
07b2:   PUSHI #0000
07b4:   PUSHI_EFF #004f
07b6:   SWAP
07b7:   STO
07b8:   PUSHI_EFF #004f
07ba:   CALL $089d
07bc:   POP
07bd:   POP
07be:   JMP $07f0

 ;| xref: 07ae
07c0:   PUSHI_EFF #004e
07c2:   FETCHM
07c3:   PUSHI #0013
07c5:   TSTEQ
07c6:   BEQ +0011 // target: 07d8
07c8:   PUSHI #0045
07ca:   PUSHI #0000
07cc:   PUSHI_EFF #0050
07ce:   SWAP
07cf:   STO
07d0:   PUSHI_EFF #0050
07d2:   CALL $089d
07d4:   POP
07d5:   POP
07d6:   JMP $07f0

 ;| xref: 07c6
07d8:   PUSHI_EFF #004e
07da:   FETCHM
07db:   PUSHI #0014
07dd:   TSTEQ
07de:   BEQ +0005 // target: 07e4
07e0:   CALL $11be
07e2:   JMP $07f0

 ;| xref: 07de
07e4:   PUSHI_EFF #004e
07e6:   FETCHM
07e7:   PUSHI #0015
07e9:   TSTEQ
07ea:   BEQ +0005 // target: 07f0
07ec:   CALL $0165
07ee:   JMP $07f0

 ;| xref: 07be 07d6 07e2 07ea 07ee
07f0:   PUSHI #0016
07f2:   SAY_OP
07f3:   PUSHI #0001
07f5:   PUSHI_EFF #0051
07f7:   OFFSET
07f8:   PUSHI #0017
07fa:   STO
07fb:   PUSHI #0002
07fd:   PUSHI_EFF #0051
07ff:   OFFSET
0800:   PUSHI #0018
0802:   STO
0803:   PUSHI #0003
0805:   PUSHI_EFF #0051
0807:   OFFSET
0808:   PUSHI #0000
080a:   STO
080b:   PUSHI_EFF #0051
080d:   PUSHI #0000
080f:   CALLI $0000
0811:   POP
0812:   POP
0813:   PUSH_REG
0814:   PUSHI_EFF #0066
0816:   SWAP
0817:   STO
0818:   PUSHI_EFF #0066
081a:   FETCHM
081b:   PUSHI #0001
081d:   TSTEQ
081e:   BEQ +0005 // target: 0824
0820:   CALL $0165
0822:   JMP $0833

 ;| xref: 081e
0824:   PUSHI_EFF #0066
0826:   FETCHM
0827:   PUSHI #0002
0829:   TSTEQ
082a:   BEQ +0008 // target: 0833
082c:   PUSHI #0019
082e:   SAY_OP
082f:   JMP $074e
0831:   JMP $0833

 ;| xref: 0822 082a 0831
0833:   BPTOSP
0834:   POPBP
0835:   RET


 ;| xref: 05d2
0836:   PUSHBP
0837:   SPTOBP
0838:   PUSHI #0000
083a:   ADDSP
083b:   PUSHI #0001
083d:   PUSHI #0021
083f:   OFFSET
0840:   PUSHI #0004
0842:   STO
0843:   PUSHI #0001
0845:   PUSHI #0031
0847:   OFFSET
0848:   PUSHI #0000
084a:   STO
084b:   PUSHI #0002
084d:   PUSHI #0031
084f:   OFFSET
0850:   PUSHI #0001
0852:   STO
0853:   PUSHI #0003
0855:   PUSHI #0031
0857:   OFFSET
0858:   PUSHI #0002
085a:   STO
085b:   PUSHI #0004
085d:   PUSHI #0031
085f:   OFFSET
0860:   PUSHI #0003
0862:   STO
0863:   PUSHI #0005
0865:   PUSHI #0031
0867:   OFFSET
0868:   PUSHI #0005
086a:   STO
086b:   PUSHI #0006
086d:   PUSHI #0031
086f:   OFFSET
0870:   PUSHI #0008
0872:   STO
0873:   PUSHI #0007
0875:   PUSHI #0031
0877:   OFFSET
0878:   PUSHI #000b
087a:   STO
087b:   PUSHI #0008
087d:   PUSHI #0031
087f:   OFFSET
0880:   PUSHI #000d
0882:   STO
0883:   PUSHI #0009
0885:   PUSHI #0031
0887:   OFFSET
0888:   PUSHI #000e
088a:   STO
088b:   PUSHI #0041
088d:   PUSHI #0001
088f:   STO
0890:   PUSHI #0042
0892:   PUSHI #0009
0894:   STO
0895:   PUSHI #0043
0897:   PUSHI #0000
0899:   STO
089a:   BPTOSP
089b:   POPBP
089c:   RET


 ;| xref: 0707 07ba 07d2
089d:   PUSHBP
089e:   SPTOBP
089f:   PUSHI #0002
08a1:   ADDSP
08a2:   PUSHI_EFF #fffd
08a4:   FETCHM
08a5:   FETCHM
08a6:   PUSHI #0400
08a8:   TSTGE
08a9:   BEQ +000c // target: 08b6
08ab:   PUSHI_EFF #fffd
08ad:   FETCHM
08ae:   PUSHI_EFF #fffd
08b0:   FETCHM
08b1:   FETCHM
08b2:   PUSHI #0400
08b4:   OPSUB
08b5:   STO

 ;| xref: 08a9
08b6:   PUSHI #0068
08b8:   FETCHM
08b9:   BEQ +0014 // target: 08ce
08bb:   PUSHI #0067
08bd:   FETCHM
08be:   PUSHI #0021
08c0:   OFFSET
08c1:   PUSHI #0067
08c3:   FETCHM
08c4:   PUSHI #0021
08c6:   OFFSET
08c7:   FETCHM
08c8:   PUSHI #0400
08ca:   OPADD
08cb:   STO
08cc:   BRA +0012 // target: 08df

 ;| xref: 08b9
08ce:   PUSHI #0067
08d0:   FETCHM
08d1:   PUSHI #0031
08d3:   OFFSET
08d4:   PUSHI #0067
08d6:   FETCHM
08d7:   PUSHI #0031
08d9:   OFFSET
08da:   FETCHM
08db:   PUSHI #0400
08dd:   OPADD
08de:   STO

 ;| xref: 08cc
08df:   PUSHI_EFF #fffd
08e1:   FETCHM
08e2:   FETCHM
08e3:   PUSHI_EFF #0001
08e5:   SWAP
08e6:   STO
08e7:   PUSHI #0000
08e9:   PUSHI_EFF #0001
08eb:   FETCHM
08ec:   TSTEQ
08ed:   BEQ +0005 // target: 08f3
08ef:   CALL $0981
08f1:   JMP $097e

 ;| xref: 08ed
08f3:   PUSHI #0001
08f5:   PUSHI_EFF #0001
08f7:   FETCHM
08f8:   TSTEQ
08f9:   BEQ +0005 // target: 08ff
08fb:   CALL $09d3
08fd:   JMP $097e

 ;| xref: 08f9
08ff:   PUSHI #0002
0901:   PUSHI_EFF #0001
0903:   FETCHM
0904:   TSTEQ
0905:   BEQ +0005 // target: 090b
0907:   CALL $0e32
0909:   JMP $097e

 ;| xref: 0905
090b:   PUSHI #0003
090d:   PUSHI_EFF #0001
090f:   FETCHM
0910:   TSTEQ
0911:   BEQ +0005 // target: 0917
0913:   CALL $0ec2
0915:   JMP $097e

 ;| xref: 0911
0917:   PUSHI #0004
0919:   PUSHI_EFF #0001
091b:   FETCHM
091c:   TSTEQ
091d:   BEQ +0024 // target: 0942
091f:   PUSHI_EFF #fffe
0921:   FETCHM
0922:   FETCHM
0923:   BEQ +001a // target: 093e
0925:   PUSHI #0074
0927:   PUSHI_EFF #0002
0929:   SWAP
092a:   STO
092b:   PUSHI_EFF #0002
092d:   PUSHI #0001
092f:   CALLI $0012
0931:   POP
0932:   POP
0933:   PUSH_REG
0934:   PUSHI #0000
0936:   TSTEQ
0937:   BEQ +0004 // target: 093c
0939:   PUSHI #001a
093b:   SAY_OP

 ;| xref: 0937
093c:   BRA +0003 // target: 0940

 ;| xref: 0923
093e:   CALL $0b47

 ;| xref: 093c
0940:   JMP $097e

 ;| xref: 091d
0942:   PUSHI #0005
0944:   PUSHI_EFF #0001
0946:   FETCHM
0947:   TSTEQ
0948:   BEQ +0005 // target: 094e
094a:   CALL $0ecf
094c:   JMP $097e

 ;| xref: 0948
094e:   PUSHI #0008
0950:   PUSHI_EFF #0001
0952:   FETCHM
0953:   TSTEQ
0954:   BEQ +0005 // target: 095a
0956:   CALL $0fa7
0958:   JMP $097e

 ;| xref: 0954
095a:   PUSHI #000b
095c:   PUSHI_EFF #0001
095e:   FETCHM
095f:   TSTEQ
0960:   BEQ +0005 // target: 0966
0962:   CALL $10c5
0964:   JMP $097e

 ;| xref: 0960
0966:   PUSHI #000d
0968:   PUSHI_EFF #0001
096a:   FETCHM
096b:   TSTEQ
096c:   BEQ +0005 // target: 0972
096e:   CALL $11b1
0970:   JMP $097e

 ;| xref: 096c
0972:   PUSHI #000e
0974:   PUSHI_EFF #0001
0976:   FETCHM
0977:   TSTEQ
0978:   BEQ +0005 // target: 097e
097a:   CALL $112e
097c:   JMP $097e

 ;| xref: 08f1 08fd 0909 0915 0940 094c 0958 0964 0970 0978 097c
097e:   BPTOSP
097f:   POPBP
0980:   RET


 ;| xref: 08ef
0981:   PUSHBP
0982:   SPTOBP
0983:   PUSHI #0016
0985:   ADDSP
0986:   PUSHI #001b
0988:   SAY_OP
0989:   PUSHI #0001
098b:   PUSHI_EFF #0001
098d:   OFFSET
098e:   PUSHI #001c
0990:   STO
0991:   PUSHI #0002
0993:   PUSHI_EFF #0001
0995:   OFFSET
0996:   PUSHI #001d
0998:   STO
0999:   PUSHI #0003
099b:   PUSHI_EFF #0001
099d:   OFFSET
099e:   PUSHI #0000
09a0:   STO
09a1:   PUSHI_EFF #0001
09a3:   PUSHI #0000
09a5:   CALLI $0000
09a7:   POP
09a8:   POP
09a9:   PUSH_REG
09aa:   PUSHI_EFF #0016
09ac:   SWAP
09ad:   STO
09ae:   PUSHI_EFF #0016
09b0:   FETCHM
09b1:   PUSHI #0001
09b3:   TSTEQ
09b4:   BEQ +0005 // target: 09ba
09b6:   JMP $09c6
09b8:   JMP $09c6

 ;| xref: 09b4
09ba:   PUSHI_EFF #0016
09bc:   FETCHM
09bd:   PUSHI #0002
09bf:   TSTEQ
09c0:   BEQ +0005 // target: 09c6
09c2:   JMP $09cb
09c4:   JMP $09c6

 ;| xref: 09b6 09b8 09c0 09c4
09c6:   PUSHI #001e
09c8:   SAY_OP
09c9:   CALL $0156

 ;| xref: 09c2
09cb:   PUSHI #001f
09cd:   SAY_OP
09ce:   CALL $0156
09d0:   BPTOSP
09d1:   POPBP
09d2:   RET


 ;| xref: 08fb
09d3:   PUSHBP
09d4:   SPTOBP
09d5:   PUSHI #0018
09d7:   ADDSP
09d8:   PUSHI #0020
09da:   SAY_OP
09db:   PUSHI #0001
09dd:   PUSHI_EFF #0001
09df:   OFFSET
09e0:   PUSHI #0021
09e2:   STO
09e3:   PUSHI #0002
09e5:   PUSHI_EFF #0001
09e7:   OFFSET
09e8:   PUSHI #0022
09ea:   STO
09eb:   PUSHI #0003
09ed:   PUSHI_EFF #0001
09ef:   OFFSET
09f0:   PUSHI #0023
09f2:   STO
09f3:   PUSHI #0004
09f5:   PUSHI_EFF #0001
09f7:   OFFSET
09f8:   PUSHI #0000
09fa:   STO
09fb:   PUSHI_EFF #0001
09fd:   PUSHI #0000
09ff:   CALLI $0000
0a01:   POP
0a02:   POP
0a03:   PUSH_REG
0a04:   PUSHI_EFF #0016
0a06:   SWAP
0a07:   STO
0a08:   PUSHI_EFF #0016
0a0a:   FETCHM
0a0b:   PUSHI #0001
0a0d:   TSTEQ
0a0e:   BEQ +0003 // target: 0a12
0a10:   JMP $0a28

 ;| xref: 0a0e
0a12:   PUSHI_EFF #0016
0a14:   FETCHM
0a15:   PUSHI #0002
0a17:   TSTEQ
0a18:   BEQ +0003 // target: 0a1c
0a1a:   JMP $0a28

 ;| xref: 0a18
0a1c:   PUSHI_EFF #0016
0a1e:   FETCHM
0a1f:   PUSHI #0003
0a21:   TSTEQ
0a22:   BEQ +0005 // target: 0a28
0a24:   JMP $0a3b
0a26:   JMP $0a28

 ;| xref: 0a10 0a1a 0a22 0a26
0a28:   PUSHI #0024
0a2a:   SAY_OP
0a2b:   PUSHI #0025
0a2d:   PUSHI_EFF #0017
0a2f:   SWAP
0a30:   STO
0a31:   PUSHI_EFF #0017
0a33:   PUSHI #0001
0a35:   CALLI $0002
0a37:   POP
0a38:   POP
0a39:   CALL $0156

 ;| xref: 0a24
0a3b:   PUSHI #0026
0a3d:   SAY_OP
0a3e:   PUSHI #0027
0a40:   PUSHI_EFF #0018
0a42:   SWAP
0a43:   STO
0a44:   PUSHI_EFF #0018
0a46:   PUSHI #0001
0a48:   CALLI $0002
0a4a:   POP
0a4b:   POP
0a4c:   CALL $0147
0a4e:   BPTOSP
0a4f:   POPBP
0a50:   RET


 ;| xref: 06b3
0a51:   PUSHBP
0a52:   SPTOBP
0a53:   PUSHI #0017
0a55:   ADDSP
0a56:   PUSHI #0073
0a58:   PUSHI_EFF #0001
0a5a:   SWAP
0a5b:   STO
0a5c:   PUSHI_EFF #0001
0a5e:   PUSHI #0001
0a60:   CALLI $0012
0a62:   POP
0a63:   POP
0a64:   PUSH_REG
0a65:   PUSHI #0001
0a67:   TSTEQ
0a68:   BEQ +006c // target: 0ad5
0a6a:   PUSHI #0028
0a6c:   SAY_OP
0a6d:   PUSHI #0001
0a6f:   PUSHI_EFF #0002
0a71:   OFFSET
0a72:   PUSHI #0029
0a74:   STO
0a75:   PUSHI #0002
0a77:   PUSHI_EFF #0002
0a79:   OFFSET
0a7a:   PUSHI #002a
0a7c:   STO
0a7d:   PUSHI #0003
0a7f:   PUSHI_EFF #0002
0a81:   OFFSET
0a82:   PUSHI #002b
0a84:   STO
0a85:   PUSHI #0004
0a87:   PUSHI_EFF #0002
0a89:   OFFSET
0a8a:   PUSHI #002c
0a8c:   STO
0a8d:   PUSHI #0005
0a8f:   PUSHI_EFF #0002
0a91:   OFFSET
0a92:   PUSHI #0000
0a94:   STO
0a95:   PUSHI_EFF #0002
0a97:   PUSHI #0000
0a99:   CALLI $0000
0a9b:   POP
0a9c:   POP
0a9d:   PUSH_REG
0a9e:   PUSHI_EFF #0017
0aa0:   SWAP
0aa1:   STO
0aa2:   PUSHI_EFF #0017
0aa4:   FETCHM
0aa5:   PUSHI #0001
0aa7:   TSTEQ
0aa8:   BEQ +0005 // target: 0aae
0aaa:   CALL $0156
0aac:   JMP $0ad0

 ;| xref: 0aa8
0aae:   PUSHI_EFF #0017
0ab0:   FETCHM
0ab1:   PUSHI #0002
0ab3:   TSTEQ
0ab4:   BEQ +0005 // target: 0aba
0ab6:   CALL $0ad8
0ab8:   JMP $0ad0

 ;| xref: 0ab4
0aba:   PUSHI_EFF #0017
0abc:   FETCHM
0abd:   PUSHI #0003
0abf:   TSTEQ
0ac0:   BEQ +0003 // target: 0ac4
0ac2:   JMP $0ad0

 ;| xref: 0ac0
0ac4:   PUSHI_EFF #0017
0ac6:   FETCHM
0ac7:   PUSHI #0004
0ac9:   TSTEQ
0aca:   BEQ +0005 // target: 0ad0
0acc:   CALL $0ae5
0ace:   JMP $0ad0

 ;| xref: 0aac 0ab8 0ac2 0aca 0ace
0ad0:   PUSHI #002d
0ad2:   SAY_OP
